ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Image Src,Image Width,Image Height,Image Alt Text,Products Count,Row #,Top Row,Published: Google & YouTube,Published At: Google & YouTube,Published: Inbox,Published At: Inbox,Published: Online Store,Published At: Online Store,Published: Pinterest,Published At: Pinterest,Published: Point of Sale,Published At: Point of Sale,Published: Shop,Published At: Shop,Source: ID,Source: Command,Source: Type,Source: Title,Source: Description,Inclusion: Type,Inclusion: Match,Condition: Command,Condition: Field,Condition: Relation,Condition: Value,Condition: Match,Sort: Position,Sort: Product ID,Sort: Product Handle,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: ess_grid_gallery.ess_grid_gallery_id [number_integer]
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,12,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,tuscany-hillside-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788439724348,teton-trails-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,13,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,alpine-chalet-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788446146876,silver-birch-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,14,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,harbor-light-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788458697020,summit-glen-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,15,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,golden-shore-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788336505148,snowcap-refuge-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,16,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,sierra-crest-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788347941180,mountain-brooke-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,17,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,bryce-view-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788475474236,riverstone-hideaway-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,18,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,zion-overlook-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788484911420,meadow-mist-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,19,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,teton-trails-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788502278460,sahara-retreat-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,20,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,silver-birch-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788521185596,bluebell-haven-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,21,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,summit-glen-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788376777020,tuscany-hillside-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,22,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,riverstone-hideaway-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788529639740,highland-refuge-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,23,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,meadow-mist-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788390801724,alpine-chalet-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,24,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,sahara-retreat-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788535832892,santorini-ridge-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,25,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,bluebell-haven-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788545728828,patagonia-refuge-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,26,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,highland-refuge-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788552872252,andean-escape-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,27,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,santorini-ridge-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788565586236,rosewood-retreat-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,28,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,patagonia-refuge-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788394209596,harbor-light-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,29,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,andean-escape-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788569026876,willow-creek-cottage-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,30,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,rosewood-retreat-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788574630204,cozy-nook-cottage-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,31,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,willow-creek-cottage-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788403089724,golden-shore-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,32,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,cozy-nook-cottage-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788585181500,bumblebee-bungalow-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,33,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,bumblebee-bungalow-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788594815292,sunnybrook-haven-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,34,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,sunnybrook-haven-panelized-sip-panel-house-kit-energy-efficient-sip-home-kit,,,9788600713532,maple-leaf-cottage-house-kit-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,35,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,maple-leaf-cottage-house-kit-home-kit,,,9788622143804,lavender-lane-house-kit-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,36,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,fernwood-cottage-house-kit-home-kit,,,9788631777596,pinecone-perch-house-kit-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,37,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,lavender-lane-house-kit-home-kit,,,9788636987708,blossom-cottage-house-kit-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,38,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,pinecone-perch-house-kit-home-kit,,,9788641476924,buttercup-cottage-house-kit-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,39,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,blossom-cottage-house-kit-home-kit,,,9788646752572,rose-retreat-house-kit-home-kit-copy,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,40,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,buttercup-cottage-house-kit-home-kit,,,9788656124220,meadowlark-cottage-house-kit-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,41,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,rose-retreat-house-kit-home-kit-copy,,,9788669722940,sparrows-nets-house-kit-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,42,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,meadowlark-cottage-house-kit-home-kit,,,9788679323964,willow-wisp-cottage-house-kit-home-kit,,,
496751706428,house-kits,MERGE,Panelized SIP Panel House Kit | Energy-Efficient SIP Home Kit,,Price,,2026-08-22 13:28:58 -0400,,,,,95,43,,1,2026-02-01 13:11:02 -0500,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,0,,1,2024-10-04 00:15:08 -0400,1,2024-10-04 00:15:08 -0400,21563867452,MERGE,Products,Untitled Source,,Include,,MERGE,Manual Selection,,sparrows-nets-house-kit-home-kit,,,9788687647036,daisy-meadow-cottage-house-kit-home-kit,,,
